Topic,Conclusion,Stance,Count
26,We need a better EU migration policy.,against,0
26,We need a better distribution of refugees,in favor of,0
26,We need a better distribution of refugees,against,0
26,We need a better distribution of refugees.,in favor of,0
26,We need a better distribution of refugees.,against,0
26,We need a better migration policy.,in favor of,0
26,We need a better migration policy.,against,0
26,We need a combined education and migration policy for Africa and the Middle East.,in favor of,0
26,We need a combined education and migration policy for Africa and the Middle East.,against,0
26,We need a common EU TV channel free of charge for people in all Member States,in favor of,0
26,We need a common EU TV channel free of charge for people in all Member States,against,0
26,"We need a common migration and asylum policy, based on respect for rights and equal treatment",in favor of,0
26,"We need a common migration and asylum policy, based on respect for rights and equal treatment",against,0
26,We need a plan for receiving asylum/migrants.,in favor of,0
26,We need a plan for receiving asylum/migrants.,against,0
26,We need a revision of the current asylum policy in the European Union.,in favor of,0
26,We need a revision of the current asylum policy in the European Union.,against,0
26,We need a single immigration policy.,in favor of,0
26,We need a single immigration policy.,against,0
26,We need a stand-alone European army.,in favor of,0
26,We need a stand-alone European army.,against,0
26,We need an immediate cessation of all immigration.,in favor of,0
26,We need an immediate cessation of all immigration.,against,0
26,We need an inclusive and pluralistic European society,in favor of,0
26,We need an inclusive and pluralistic European society,against,0
26,We need an inclusive and pluralistic European society.,in favor of,0
26,We need an inclusive and pluralistic European society.,against,0
26,We need an inclusive language for all citizens of the world: the Esperanto.,in favor of,0
26,We need an inclusive language for all citizens of the world: the Esperanto.,against,0
26,We need an integrated migration and border policy.,in favor of,0
26,We need an integrated migration and border policy.,against,0
26,We need better ways of migration.,in favor of,0
26,We need better ways of migration.,against,0
26,We need family and child protection against political agendas until their adulthood,in favor of,0
26,We need family and child protection against political agendas until their adulthood,against,0
26,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine",in favor of,0
26,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine",against,0
26,We need legal ways of migration.,in favor of,0
26,We need legal ways of migration.,against,0
26,We need see nuclear energy as green energy,in favor of,0
